year,ticker,chart_type,interval,status,ready_for_backtest,rows,start,end,file,issues
2008,TUPY3,heikin_ashi,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\heikin_ashi\1wk\tupy3_1wk.csv,
2008,VALE3,heikin_ashi,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\heikin_ashi\1wk\vale3_1wk.csv,
2009,BBDC3,candles,1d,ok,sim,245,2009-01-02,2009-12-29,data\yearly\2009\candles\1d\bbdc3_1d.csv,
2009,CSMG3,candles,1d,ok,sim,245,2009-01-02,2009-12-29,data\yearly\2009\candles\1d\csmg3_1d.csv,
2009,FLRY3,candles,1d,ok,sim,7,2009-12-17,2009-12-30,data\yearly\2009\candles\1d\flry3_1d.csv,
2009,GGBR3,candles,1d,ok,sim,245,2009-01-02,2009-12-29,data\yearly\2009\candles\1d\ggbr3_1d.csv,
2009,JHSF3,candles,1d,ok,sim,245,2009-01-02,2009-12-29,data\yearly\2009\candles\1d\jhsf3_1d.csv,
2009,PETR4,candles,1d,ok,sim,245,2009-01-02,2009-12-30,data\yearly\2009\candles\1d\petr4_1d.csv,
2009,TUPY3,candles,1d,ok,sim,199,2009-01-02,2009-12-29,data\yearly\2009\candles\1d\tupy3_1d.csv,
2009,VALE3,candles,1d,ok,sim,245,2009-01-02,2009-12-29,data\yearly\2009\candles\1d\vale3_1d.csv,
2009,BBDC3,candles,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\candles\1wk\bbdc3_1wk.csv,
2009,CSMG3,candles,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\candles\1wk\csmg3_1wk.csv,
2009,FLRY3,candles,1sem,ok,sim,3,2009-12-14,2009-12-28,data\yearly\2009\candles\1wk\flry3_1wk.csv,
2009,GGBR3,candles,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\candles\1wk\ggbr3_1wk.csv,
2009,JHSF3,candles,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\candles\1wk\jhsf3_1wk.csv,
2009,PETR4,candles,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\candles\1wk\petr4_1wk.csv,
2009,TUPY3,candles,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\candles\1wk\tupy3_1wk.csv,
2009,VALE3,candles,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\candles\1wk\vale3_1wk.csv,
2009,BBDC3,heikin_ashi,1d,ok,sim,245,2009-01-02,2009-12-29,data\yearly\2009\heikin_ashi\1d\bbdc3_1d.csv,
2009,CSMG3,heikin_ashi,1d,ok,sim,245,2009-01-02,2009-12-29,data\yearly\2009\heikin_ashi\1d\csmg3_1d.csv,
2009,FLRY3,heikin_ashi,1d,ok,sim,7,2009-12-17,2009-12-30,data\yearly\2009\heikin_ashi\1d\flry3_1d.csv,
2009,GGBR3,heikin_ashi,1d,ok,sim,245,2009-01-02,2009-12-29,data\yearly\2009\heikin_ashi\1d\ggbr3_1d.csv,
2009,JHSF3,heikin_ashi,1d,ok,sim,245,2009-01-02,2009-12-29,data\yearly\2009\heikin_ashi\1d\jhsf3_1d.csv,
2009,PETR4,heikin_ashi,1d,ok,sim,245,2009-01-02,2009-12-30,data\yearly\2009\heikin_ashi\1d\petr4_1d.csv,
2009,TUPY3,heikin_ashi,1d,ok,sim,199,2009-01-02,2009-12-29,data\yearly\2009\heikin_ashi\1d\tupy3_1d.csv,
2009,VALE3,heikin_ashi,1d,ok,sim,245,2009-01-02,2009-12-29,data\yearly\2009\heikin_ashi\1d\vale3_1d.csv,
2009,BBDC3,heikin_ashi,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\heikin_ashi\1wk\bbdc3_1wk.csv,
2009,CSMG3,heikin_ashi,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\heikin_ashi\1wk\csmg3_1wk.csv,
2009,FLRY3,heikin_ashi,1sem,ok,sim,3,2009-12-14,2009-12-28,data\yearly\2009\heikin_ashi\1wk\flry3_1wk.csv,
2009,GGBR3,heikin_ashi,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\heikin_ashi\1wk\ggbr3_1wk.csv,
2009,JHSF3,heikin_ashi,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\heikin_ashi\1wk\jhsf3_1wk.csv,
2009,PETR4,heikin_ashi,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\heikin_ashi\1wk\petr4_1wk.csv,
2009,TUPY3,heikin_ashi,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\heikin_ashi\1wk\tupy3_1wk.csv,
2009,VALE3,heikin_ashi,1sem,ok,sim,52,2009-01-05,2009-12-28,data\yearly\2009\heikin_ashi\1wk\vale3_1wk.csv,
2010,BBDC3,candles,1d,ok,sim,247,2010-01-04,2010-12-30,data\yearly\2010\candles\1d\bbdc3_1d.csv,
2010,CSMG3,candles,1d,ok,sim,247,2010-01-04,2010-12-30,data\yearly\2010\candles\1d\csmg3_1d.csv,
2010,FLRY3,candles,1d,ok,sim,247,2010-01-04,2010-12-30,data\yearly\2010\candles\1d\flry3_1d.csv,
2010,GGBR3,candles,1d,ok,sim,247,2010-01-04,2010-12-30,data\yearly\2010\candles\1d\ggbr3_1d.csv,
2010,JHSF3,candles,1d,ok,sim,241,2010-01-04,2010-12-30,data\yearly\2010\candles\1d\jhsf3_1d.csv,
2010,PETR4,candles,1d,ok,sim,246,2010-01-04,2010-12-30,data\yearly\2010\candles\1d\petr4_1d.csv,
2010,TUPY3,candles,1d,ok,sim,235,2010-01-04,2010-12-30,data\yearly\2010\candles\1d\tupy3_1d.csv,
2010,VALE3,candles,1d,ok,sim,247,2010-01-04,2010-12-30,data\yearly\2010\candles\1d\vale3_1d.csv,
2010,BBDC3,candles,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\candles\1wk\bbdc3_1wk.csv,
2010,CSMG3,candles,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\candles\1wk\csmg3_1wk.csv,
2010,FLRY3,candles,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\candles\1wk\flry3_1wk.csv,
2010,GGBR3,candles,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\candles\1wk\ggbr3_1wk.csv,
2010,JHSF3,candles,1sem,ok,sim,51,2010-01-04,2010-12-27,data\yearly\2010\candles\1wk\jhsf3_1wk.csv,
2010,PETR4,candles,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\candles\1wk\petr4_1wk.csv,
2010,TUPY3,candles,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\candles\1wk\tupy3_1wk.csv,
2010,VALE3,candles,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\candles\1wk\vale3_1wk.csv,
2010,BBDC3,heikin_ashi,1d,ok,sim,247,2010-01-04,2010-12-30,data\yearly\2010\heikin_ashi\1d\bbdc3_1d.csv,
2010,CSMG3,heikin_ashi,1d,ok,sim,247,2010-01-04,2010-12-30,data\yearly\2010\heikin_ashi\1d\csmg3_1d.csv,
2010,FLRY3,heikin_ashi,1d,ok,sim,247,2010-01-04,2010-12-30,data\yearly\2010\heikin_ashi\1d\flry3_1d.csv,
2010,GGBR3,heikin_ashi,1d,ok,sim,247,2010-01-04,2010-12-30,data\yearly\2010\heikin_ashi\1d\ggbr3_1d.csv,
2010,JHSF3,heikin_ashi,1d,ok,sim,241,2010-01-04,2010-12-30,data\yearly\2010\heikin_ashi\1d\jhsf3_1d.csv,
2010,PETR4,heikin_ashi,1d,ok,sim,246,2010-01-04,2010-12-30,data\yearly\2010\heikin_ashi\1d\petr4_1d.csv,
2010,TUPY3,heikin_ashi,1d,ok,sim,235,2010-01-04,2010-12-30,data\yearly\2010\heikin_ashi\1d\tupy3_1d.csv,
2010,VALE3,heikin_ashi,1d,ok,sim,247,2010-01-04,2010-12-30,data\yearly\2010\heikin_ashi\1d\vale3_1d.csv,
2010,BBDC3,heikin_ashi,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\heikin_ashi\1wk\bbdc3_1wk.csv,
2010,CSMG3,heikin_ashi,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\heikin_ashi\1wk\csmg3_1wk.csv,
2010,FLRY3,heikin_ashi,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\heikin_ashi\1wk\flry3_1wk.csv,
2010,GGBR3,heikin_ashi,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\heikin_ashi\1wk\ggbr3_1wk.csv,
2010,JHSF3,heikin_ashi,1sem,ok,sim,51,2010-01-04,2010-12-27,data\yearly\2010\heikin_ashi\1wk\jhsf3_1wk.csv,
2010,PETR4,heikin_ashi,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\heikin_ashi\1wk\petr4_1wk.csv,
2010,TUPY3,heikin_ashi,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\heikin_ashi\1wk\tupy3_1wk.csv,
2010,VALE3,heikin_ashi,1sem,ok,sim,52,2010-01-04,2010-12-27,data\yearly\2010\heikin_ashi\1wk\vale3_1wk.csv,
2011,BBDC3,candles,1d,ok,sim,244,2011-01-03,2011-12-29,data\yearly\2011\candles\1d\bbdc3_1d.csv,
2011,CSMG3,candles,1d,ok,sim,244,2011-01-03,2011-12-29,data\yearly\2011\candles\1d\csmg3_1d.csv,
2011,FLRY3,candles,1d,ok,sim,241,2011-01-03,2011-12-29,data\yearly\2011\candles\1d\flry3_1d.csv,
2011,GGBR3,candles,1d,ok,sim,240,2011-01-03,2011-12-29,data\yearly\2011\candles\1d\ggbr3_1d.csv,
2011,JHSF3,candles,1d,ok,sim,243,2011-01-03,2011-12-29,data\yearly\2011\candles\1d\jhsf3_1d.csv,
2011,PETR4,candles,1d,ok,sim,216,2011-01-03,2011-12-29,data\yearly\2011\candles\1d\petr4_1d.csv,
2011,TUPY3,candles,1d,ok,sim,195,2011-01-03,2011-12-29,data\yearly\2011\candles\1d\tupy3_1d.csv,
2011,VALE3,candles,1d,ok,sim,239,2011-01-03,2011-12-29,data\yearly\2011\candles\1d\vale3_1d.csv,
2011,BBDC3,candles,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\candles\1wk\bbdc3_1wk.csv,
2011,CSMG3,candles,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\candles\1wk\csmg3_1wk.csv,
2011,FLRY3,candles,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\candles\1wk\flry3_1wk.csv,
2011,GGBR3,candles,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\candles\1wk\ggbr3_1wk.csv,
2011,JHSF3,candles,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\candles\1wk\jhsf3_1wk.csv,
2011,PETR4,candles,1sem,ok,sim,50,2011-01-03,2011-12-26,data\yearly\2011\candles\1wk\petr4_1wk.csv,
2011,TUPY3,candles,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\candles\1wk\tupy3_1wk.csv,
2011,VALE3,candles,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\candles\1wk\vale3_1wk.csv,
2011,BBDC3,heikin_ashi,1d,ok,sim,244,2011-01-03,2011-12-29,data\yearly\2011\heikin_ashi\1d\bbdc3_1d.csv,
2011,CSMG3,heikin_ashi,1d,ok,sim,244,2011-01-03,2011-12-29,data\yearly\2011\heikin_ashi\1d\csmg3_1d.csv,
2011,FLRY3,heikin_ashi,1d,ok,sim,241,2011-01-03,2011-12-29,data\yearly\2011\heikin_ashi\1d\flry3_1d.csv,
2011,GGBR3,heikin_ashi,1d,ok,sim,240,2011-01-03,2011-12-29,data\yearly\2011\heikin_ashi\1d\ggbr3_1d.csv,
2011,JHSF3,heikin_ashi,1d,ok,sim,243,2011-01-03,2011-12-29,data\yearly\2011\heikin_ashi\1d\jhsf3_1d.csv,
2011,PETR4,heikin_ashi,1d,ok,sim,216,2011-01-03,2011-12-29,data\yearly\2011\heikin_ashi\1d\petr4_1d.csv,
2011,TUPY3,heikin_ashi,1d,ok,sim,195,2011-01-03,2011-12-29,data\yearly\2011\heikin_ashi\1d\tupy3_1d.csv,
2011,VALE3,heikin_ashi,1d,ok,sim,239,2011-01-03,2011-12-29,data\yearly\2011\heikin_ashi\1d\vale3_1d.csv,
2011,BBDC3,heikin_ashi,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\heikin_ashi\1wk\bbdc3_1wk.csv,
2011,CSMG3,heikin_ashi,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\heikin_ashi\1wk\csmg3_1wk.csv,
2011,FLRY3,heikin_ashi,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\heikin_ashi\1wk\flry3_1wk.csv,
2011,GGBR3,heikin_ashi,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\heikin_ashi\1wk\ggbr3_1wk.csv,
2011,JHSF3,heikin_ashi,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\heikin_ashi\1wk\jhsf3_1wk.csv,
2011,PETR4,heikin_ashi,1sem,ok,sim,50,2011-01-03,2011-12-26,data\yearly\2011\heikin_ashi\1wk\petr4_1wk.csv,
2011,TUPY3,heikin_ashi,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\heikin_ashi\1wk\tupy3_1wk.csv,
2011,VALE3,heikin_ashi,1sem,ok,sim,52,2011-01-03,2011-12-26,data\yearly\2011\heikin_ashi\1wk\vale3_1wk.csv,
2012,BBDC3,candles,1d,ok,sim,245,2012-01-02,2012-12-28,data\yearly\2012\candles\1d\bbdc3_1d.csv,
2012,CSMG3,candles,1d,ok,sim,245,2012-01-02,2012-12-28,data\yearly\2012\candles\1d\csmg3_1d.csv,
2012,FLRY3,candles,1d,ok,sim,225,2012-01-02,2012-12-28,data\yearly\2012\candles\1d\flry3_1d.csv,
2012,GGBR3,candles,1d,ok,sim,230,2012-01-02,2012-12-28,data\yearly\2012\candles\1d\ggbr3_1d.csv,
2012,JHSF3,candles,1d,ok,sim,235,2012-01-02,2012-12-28,data\yearly\2012\candles\1d\jhsf3_1d.csv,
2012,PETR4,candles,1d,ok,sim,238,2012-01-02,2012-12-28,data\yearly\2012\candles\1d\petr4_1d.csv,
2012,TUPY3,candles,1d,ok,sim,209,2012-01-03,2012-12-28,data\yearly\2012\candles\1d\tupy3_1d.csv,
2012,VALE3,candles,1d,ok,sim,241,2012-01-02,2012-12-28,data\yearly\2012\candles\1d\vale3_1d.csv,
2012,BBDC3,candles,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\candles\1wk\bbdc3_1wk.csv,
2012,CSMG3,candles,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\candles\1wk\csmg3_1wk.csv,
2012,FLRY3,candles,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\candles\1wk\flry3_1wk.csv,
2012,GGBR3,candles,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\candles\1wk\ggbr3_1wk.csv,
2012,JHSF3,candles,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\candles\1wk\jhsf3_1wk.csv,
2012,PETR4,candles,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\candles\1wk\petr4_1wk.csv,
2012,TUPY3,candles,1sem,ok,sim,52,2012-01-02,2012-12-31,data\yearly\2012\candles\1wk\tupy3_1wk.csv,
2012,VALE3,candles,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\candles\1wk\vale3_1wk.csv,
2012,BBDC3,heikin_ashi,1d,ok,sim,245,2012-01-02,2012-12-28,data\yearly\2012\heikin_ashi\1d\bbdc3_1d.csv,
2012,CSMG3,heikin_ashi,1d,ok,sim,245,2012-01-02,2012-12-28,data\yearly\2012\heikin_ashi\1d\csmg3_1d.csv,
2012,FLRY3,heikin_ashi,1d,ok,sim,225,2012-01-02,2012-12-28,data\yearly\2012\heikin_ashi\1d\flry3_1d.csv,
2012,GGBR3,heikin_ashi,1d,ok,sim,230,2012-01-02,2012-12-28,data\yearly\2012\heikin_ashi\1d\ggbr3_1d.csv,
2012,JHSF3,heikin_ashi,1d,ok,sim,235,2012-01-02,2012-12-28,data\yearly\2012\heikin_ashi\1d\jhsf3_1d.csv,
2012,PETR4,heikin_ashi,1d,ok,sim,238,2012-01-02,2012-12-28,data\yearly\2012\heikin_ashi\1d\petr4_1d.csv,
2012,TUPY3,heikin_ashi,1d,ok,sim,209,2012-01-03,2012-12-28,data\yearly\2012\heikin_ashi\1d\tupy3_1d.csv,
2012,VALE3,heikin_ashi,1d,ok,sim,241,2012-01-02,2012-12-28,data\yearly\2012\heikin_ashi\1d\vale3_1d.csv,
2012,BBDC3,heikin_ashi,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\heikin_ashi\1wk\bbdc3_1wk.csv,
2012,CSMG3,heikin_ashi,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\heikin_ashi\1wk\csmg3_1wk.csv,
2012,FLRY3,heikin_ashi,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\heikin_ashi\1wk\flry3_1wk.csv,
2012,GGBR3,heikin_ashi,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\heikin_ashi\1wk\ggbr3_1wk.csv,
2012,JHSF3,heikin_ashi,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\heikin_ashi\1wk\jhsf3_1wk.csv,
2012,PETR4,heikin_ashi,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\heikin_ashi\1wk\petr4_1wk.csv,
2012,TUPY3,heikin_ashi,1sem,ok,sim,52,2012-01-02,2012-12-31,data\yearly\2012\heikin_ashi\1wk\tupy3_1wk.csv,
2012,VALE3,heikin_ashi,1sem,ok,sim,53,2012-01-02,2012-12-31,data\yearly\2012\heikin_ashi\1wk\vale3_1wk.csv,
2013,BBDC3,candles,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\candles\1d\bbdc3_1d.csv,
2013,BBSE3,candles,1d,ok,sim,168,2013-04-29,2013-12-30,data\yearly\2013\candles\1d\bbse3_1d.csv,
2013,CSMG3,candles,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\candles\1d\csmg3_1d.csv,
2013,FLRY3,candles,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\candles\1d\flry3_1d.csv,
2013,GGBR3,candles,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\candles\1d\ggbr3_1d.csv,
2013,JHSF3,candles,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\candles\1d\jhsf3_1d.csv,
2013,PETR4,candles,1d,ok,sim,245,2013-01-02,2013-12-30,data\yearly\2013\candles\1d\petr4_1d.csv,
2013,TUPY3,candles,1d,ok,sim,239,2013-01-02,2013-12-30,data\yearly\2013\candles\1d\tupy3_1d.csv,
2013,VALE3,candles,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\candles\1d\vale3_1d.csv,
2013,BBDC3,candles,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\candles\1wk\bbdc3_1wk.csv,
2013,BBSE3,candles,1sem,ok,sim,36,2013-04-29,2013-12-30,data\yearly\2013\candles\1wk\bbse3_1wk.csv,
2013,CSMG3,candles,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\candles\1wk\csmg3_1wk.csv,
2013,FLRY3,candles,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\candles\1wk\flry3_1wk.csv,
2013,GGBR3,candles,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\candles\1wk\ggbr3_1wk.csv,
2013,JHSF3,candles,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\candles\1wk\jhsf3_1wk.csv,
2013,PETR4,candles,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\candles\1wk\petr4_1wk.csv,
2013,TUPY3,candles,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\candles\1wk\tupy3_1wk.csv,
2013,VALE3,candles,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\candles\1wk\vale3_1wk.csv,
2013,BBDC3,heikin_ashi,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\heikin_ashi\1d\bbdc3_1d.csv,
2013,BBSE3,heikin_ashi,1d,ok,sim,168,2013-04-29,2013-12-30,data\yearly\2013\heikin_ashi\1d\bbse3_1d.csv,
2013,CSMG3,heikin_ashi,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\heikin_ashi\1d\csmg3_1d.csv,
2013,FLRY3,heikin_ashi,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\heikin_ashi\1d\flry3_1d.csv,
2013,GGBR3,heikin_ashi,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\heikin_ashi\1d\ggbr3_1d.csv,
2013,JHSF3,heikin_ashi,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\heikin_ashi\1d\jhsf3_1d.csv,
2013,PETR4,heikin_ashi,1d,ok,sim,245,2013-01-02,2013-12-30,data\yearly\2013\heikin_ashi\1d\petr4_1d.csv,
2013,TUPY3,heikin_ashi,1d,ok,sim,239,2013-01-02,2013-12-30,data\yearly\2013\heikin_ashi\1d\tupy3_1d.csv,
2013,VALE3,heikin_ashi,1d,ok,sim,246,2013-01-02,2013-12-30,data\yearly\2013\heikin_ashi\1d\vale3_1d.csv,
2013,BBDC3,heikin_ashi,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\heikin_ashi\1wk\bbdc3_1wk.csv,
2013,BBSE3,heikin_ashi,1sem,ok,sim,36,2013-04-29,2013-12-30,data\yearly\2013\heikin_ashi\1wk\bbse3_1wk.csv,
2013,CSMG3,heikin_ashi,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\heikin_ashi\1wk\csmg3_1wk.csv,
2013,FLRY3,heikin_ashi,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\heikin_ashi\1wk\flry3_1wk.csv,
2013,GGBR3,heikin_ashi,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\heikin_ashi\1wk\ggbr3_1wk.csv,
2013,JHSF3,heikin_ashi,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\heikin_ashi\1wk\jhsf3_1wk.csv,
2013,PETR4,heikin_ashi,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\heikin_ashi\1wk\petr4_1wk.csv,
2013,TUPY3,heikin_ashi,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\heikin_ashi\1wk\tupy3_1wk.csv,
2013,VALE3,heikin_ashi,1sem,ok,sim,52,2013-01-07,2013-12-30,data\yearly\2013\heikin_ashi\1wk\vale3_1wk.csv,
2014,BBDC3,candles,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\candles\1d\bbdc3_1d.csv,
2014,BBSE3,candles,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\candles\1d\bbse3_1d.csv,
2014,CSMG3,candles,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\candles\1d\csmg3_1d.csv,
2014,FLRY3,candles,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\candles\1d\flry3_1d.csv,
2014,GGBR3,candles,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\candles\1d\ggbr3_1d.csv,
2014,JHSF3,candles,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\candles\1d\jhsf3_1d.csv,
2014,PETR4,candles,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\candles\1d\petr4_1d.csv,
2014,TUPY3,candles,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\candles\1d\tupy3_1d.csv,
2014,VALE3,candles,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\candles\1d\vale3_1d.csv,
2014,BBDC3,candles,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\candles\1wk\bbdc3_1wk.csv,
2014,BBSE3,candles,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\candles\1wk\bbse3_1wk.csv,
2014,CSMG3,candles,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\candles\1wk\csmg3_1wk.csv,
2014,FLRY3,candles,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\candles\1wk\flry3_1wk.csv,
2014,GGBR3,candles,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\candles\1wk\ggbr3_1wk.csv,
2014,JHSF3,candles,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\candles\1wk\jhsf3_1wk.csv,
2014,PETR4,candles,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\candles\1wk\petr4_1wk.csv,
2014,TUPY3,candles,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\candles\1wk\tupy3_1wk.csv,
2014,VALE3,candles,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\candles\1wk\vale3_1wk.csv,
2014,BBDC3,heikin_ashi,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\heikin_ashi\1d\bbdc3_1d.csv,
2014,BBSE3,heikin_ashi,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\heikin_ashi\1d\bbse3_1d.csv,
2014,CSMG3,heikin_ashi,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\heikin_ashi\1d\csmg3_1d.csv,
2014,FLRY3,heikin_ashi,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\heikin_ashi\1d\flry3_1d.csv,
2014,GGBR3,heikin_ashi,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\heikin_ashi\1d\ggbr3_1d.csv,
2014,JHSF3,heikin_ashi,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\heikin_ashi\1d\jhsf3_1d.csv,
2014,PETR4,heikin_ashi,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\heikin_ashi\1d\petr4_1d.csv,
2014,TUPY3,heikin_ashi,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\heikin_ashi\1d\tupy3_1d.csv,
2014,VALE3,heikin_ashi,1d,ok,sim,248,2014-01-02,2014-12-30,data\yearly\2014\heikin_ashi\1d\vale3_1d.csv,
2014,BBDC3,heikin_ashi,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\heikin_ashi\1wk\bbdc3_1wk.csv,
2014,BBSE3,heikin_ashi,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\heikin_ashi\1wk\bbse3_1wk.csv,
2014,CSMG3,heikin_ashi,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\heikin_ashi\1wk\csmg3_1wk.csv,
2014,FLRY3,heikin_ashi,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\heikin_ashi\1wk\flry3_1wk.csv,
2014,GGBR3,heikin_ashi,1sem,ok,sim,52,2014-01-06,2014-12-29,data\yearly\2014\heikin_ashi\1wk\ggbr3_1wk.csv,
